name,brand,notes,citrus,woody,fresh_spicy,sweet,fruity
Amouage La Vie Est Belle Cologne,Amouage,coffee bergamot blackberry praline,11,9,0,46,34
Montale Coco Mademoiselle Extreme,Montale,sandalwood apple lavender wax rosewood agarwood,8,17,14,35,26
Yves Saint Laurent Libre Eau de Parfum,Yves Saint Laurent,peach saffron praline,9,8,18,36,29
Parfums de Marly Roses Vanille Night,Parfums de Marly,green_apple sage pink_pepper mandarin_orange,24,8,41,10,17
Giorgio Armani Sedley Elixir,Giorgio Armani,mandarin_orange cumin lime sage,21,6,71,2,0
Roja Parfums Code Absolute,Roja Parfums,melon sichuan_pepper,10,8,41,5,36
Jean Paul Gaultier Aventus Noir,Jean Paul Gaultier,green_apple bourbon_vanilla chocolate,4,3,10,70,13
Maison Margiela Invictus Gold,Maison Margiela,sour_cherry lemon mandarin tonka_bean blackcurrant,14,8,9,42,27
Dior Le Beau Blanche,Dior,grapefruit oakmoss birch bourbon_vanilla mandarin_orange blackcurrant agarwood,13,27,6,37,17
Prada Black Orchid Elixir,Prada,honey nutmeg oud peach pear cumin amberwood,0,13,19,55,13
Gucci Eros Noir,Gucci,oud chocolate peach oakmoss ambergris licorice mandarin dried_fruits,14,16,6,35,29
Kilian Angels Share Parfum,Kilian,vanilla patchouli cashmeran dried_fruits agarwood,9,37,10,12,32
Prada Tobacco Vanille Blanche,Prada,ginger melon sandalwood apple birch cashmeran,4,20,15,9,52
Maison Margiela Reflection Blanche,Maison Margiela,sichuan_pepper cedar apple mandarin wax caramel rosewood dried_fruits orange,16,13,29,28,14
Maison Margiela Love Dont Be Shy,Maison Margiela,cedar rosewood blackcurrant,2,26,7,2,63
Gucci Terre Parfum,Gucci,saffron coconut orange,15,5,42,4,34
Jean Paul Gaultier Layton Intense,Jean Paul Gaultier,vetiver peach green_apple caramel rosewood,6,42,9,28,15
Paco Rabanne Tuscan Leather,Paco Rabanne,caramel,2,7,3,85,3
Prada Galloway Limited Edition,Prada,melon tonka_bean ambroxan grapefruit,19,15,1,32,33
Mancera Light Blue,Mancera,oakmoss cinnamon petitgrain pear cumin wax amberwood tonka_bean ambroxan dried_fruits,32,22,17,13,16
Versace Roses Vanille Blanche,Versace,lavender cumin chocolate licorice,8,7,49,29,7
Bvlgari Good Girl Night,Bvlgari,plum cacao grapefruit mandarin ambroxan agarwood,22,17,4,38,19
Giorgio Armani L'Homme Cologne,Giorgio Armani,nutmeg oud ginger green_apple birch lime black_cherry,12,24,38,1,25
Chanel The One Gold,Chanel,cacao oakmoss bergamot ginger birch cedarwood bourbon_vanilla cumin,14,12,53,18,3
Yves Saint Laurent Black Opium Absolute,Yves Saint Laurent,oakmoss rosewood lemon oud,26,67,4,2,1
Montale Carlisle Cologne,Montale,papyrus patchouli lavender black_pepper mandarin_orange amberwood,18,18,54,4,6
Lancome Herod Privé,Lancome,cedar coconut licorice mandarin mandarin_orange,17,37,1,23,22
Paco Rabanne Erba Pura Extreme,Paco Rabanne,wax pink_pepper mandarin_orange pepper,23,9,21,44,3
Prada Roses Vanille Elixir,Prada,vanilla oakmoss petitgrain bourbon_vanilla cashmeran,28,41,8,17,6
Xerjoff Layton Gold,Xerjoff,papyrus birch blackberry tonka_bean rosewood,9,38,3,23,27
Byredo Light Blue Night,Byredo,papyrus grapefruit mint sandalwood pear tonka_bean coffee orange,16,15,12,17,40
Dolce & Gabbana Green Irish Tweed Noir,Dolce & Gabbana,apricot praline cherry_liqueur mandarin_orange coffee,11,4,10,13,62
Paco Rabanne Scandal Noir,Paco Rabanne,sour_cherry oud oakmoss sandalwood praline cardamom lavender black_cherry tonka_bean,4,17,16,21,42
Amouage Oajan Gold,Amouage,oakmoss cinnamon bourbon_vanilla cumin amberwood,3,47,12,35,3
Chanel Aventus Privé,Chanel,plum apricot cinnamon pepper amberwood,3,16,31,4,46
Maison Margiela Black Orchid Extreme,Maison Margiela,green_apple cloves mandarin oud,16,49,20,4,11
Byredo Erba Pura Limited Edition,Byredo,cherry_liqueur petitgrain plum sichuan_pepper,23,8,46,8,15
Gucci Black Orchid Extreme,Gucci,peach amberwood vanilla,0,39,3,43,15
Tom Ford Intense Cafe Privé,Tom Ford,black_pepper papyrus sandalwood mandarin_orange,33,16,43,6,2
Parfums de Marly No 5 Night,Parfums de Marly,vetiver plum cacao grapefruit sandalwood bourbon_vanilla blackcurrant,22,14,4,46,14
Bvlgari Neroli Portofino Blanche,Bvlgari,petitgrain saffron,18,8,66,8,0
Chanel Code Noir,Chanel,nutmeg bergamot cinnamon cherry_liqueur neroli,23,6,50,0,21
Dolce & Gabbana Y Le Parfum Gold,Dolce & Gabbana,melon ambergris licorice bourbon_vanilla mandarin black_cherry rosewood neroli ambroxan,12,38,0,32,18
Creed Le Male Night,Creed,honey cardamom tonka_bean,3,8,12,68,9
Giorgio Armani La Vie Est Belle Intense,Giorgio Armani,lemon grapefruit cedar bourbon_vanilla black_pepper cashmeran wax,39,13,15,27,6
Hermes Red Tobacco Elixir,Hermes,vetiver vanilla sandalwood black_cherry cloves ambroxan,6,29,17,17,31
Xerjoff Kobraa,Xerjoff,pink_pepper nutmeg cedar ambergris ambroxan,0,49,40,5,6
Gucci Ultra Male Privé,Gucci,mint lemon,37,5,49,7,2
Jean Paul Gaultier By the Fireplace Extreme,Jean Paul Gaultier,melon praline petitgrain mandarin pear caramel,17,8,2,62,11
Versace Santal 33 Eau de Parfum,Versace,papyrus bergamot birch cashmeran cherry_liqueur caramel,12,32,4,14,38
Montale Oajan Extreme,Montale,pink_pepper chocolate bergamot cashmeran dried_fruits tonka_bean neroli,18,13,26,29,14
Creed Straight to Heaven Eau de Parfum,Creed,chocolate ginger cedar ambergris lavender mandarin tonka_bean neroli,16,13,32,35,4
Amouage Terre Intense,Amouage,oud cardamom lavender coffee rosewood,9,16,25,49,1
Byredo Cedrat Boise Sport,Byredo,chocolate saffron licorice green_apple blackberry,9,10,29,33,19
Versace Tygar Cologne,Versace,lemon vanilla ginger coconut cardamom pear,22,5,16,39,18
Montale Code Gold,Montale,chocolate sichuan_pepper coffee cloves rosewood,5,11,68,16,0
Creed The One Cologne,Creed,papyrus rosewood mint coconut wax tonka_bean ambroxan,4,23,29,15,29
Xerjoff Black Opium Cologne,Xerjoff,bergamot cedarwood amberwood agarwood,22,65,5,8,0
Montale Sedley Cologne,Montale,caramel blackcurrant,9,9,1,55,26
Versace The One Extreme,Versace,pink_pepper patchouli sandalwood cinnamon mandarin coffee orange,29,20,27,16,8
Creed La Vie Est Belle Night,Creed,honey plum birch amberwood coffee ambroxan,0,19,1,32,48
Yves Saint Laurent Dylan Blue Noir,Yves Saint Laurent,oakmoss ambroxan,8,82,0,9,1
Creed L'Homme Blanche,Creed,apple blackcurrant oud saffron,5,30,33,3,29
Lancome Scandal Gold,Lancome,chocolate patchouli birch cashmeran lime caramel,40,22,10,24,4
Kilian Naxos Extreme,Kilian,sage mandarin chocolate,21,8,55,13,3
Jean Paul Gaultier Red Tobacco Extreme,Jean Paul Gaultier,sour_cherry oakmoss cinnamon mandarin amberwood dried_fruits,16,15,46,4,19
Lancome Jubilation Limited Edition,Lancome,oud peach vanilla cashmeran black_cherry,4,24,0,36,36
Dior Aventus Absolute,Dior,vetiver ambergris saffron bourbon_vanilla rosewood dried_fruits,2,19,39,28,12
Gucci Angels Share Noir,Gucci,blackberry cacao tonka_bean,0,7,6,61,26
Parfums de Marly Alien Gold,Parfums de Marly,sandalwood cedarwood ambergris apricot,2,64,10,2,22
Giorgio Armani Silver Mountain Water Limited Edition,Giorgio Armani,ambroxan lime amberwood,59,20,4,10,7
Paco Rabanne Roses Vanille Blanche,Paco Rabanne,honey oud bergamot caramel neroli,29,11,1,57,2
Montale Code Elixir,Montale,papyrus vanilla praline mandarin cashmeran mandarin_orange cumin black_cherry,33,16,20,20,11
Parfums de Marly Fucking Fabulous Noir,Parfums de Marly,grapefruit mint lavender mandarin black_cherry amberwood dried_fruits,31,24,30,1,14
Xerjoff Carlisle Elixir,Xerjoff,oakmoss sage black_pepper cashmeran,9,21,60,6,4
Byredo Pegasus Intense,Byredo,nutmeg chocolate peach bergamot cedar licorice birch cedarwood mandarin pear sage,14,19,29,23,15
Tom Ford Carlisle Night,Tom Ford,honey cacao oakmoss sichuan_pepper petitgrain cashmeran lime cloves,11,32,37,12,8
Maison Margiela One Million Noir,Maison Margiela,patchouli pear neroli orange,30,41,8,7,14
Byredo Millessime Imperial Cologne,Byredo,patchouli apricot nutmeg neroli,15,36,15,9,25
Versace Silver Mountain Water Privé,Versace,vetiver grapefruit cedarwood cashmeran mandarin_orange caramel,28,21,8,42,1
Montale Intense Cafe Blanche,Montale,pink_pepper lemon oud apricot peach patchouli sandalwood cinnamon,29,13,33,3,22
Gucci Good Girl Absolute,Gucci,oud vanilla oakmoss sichuan_pepper coconut licorice lavender cherry_liqueur rosewood,5,14,27,11,43
Yves Saint Laurent Carlisle Cologne,Yves Saint Laurent,bourbon_vanilla rosewood praline,9,60,9,20,2
Jean Paul Gaultier Galloway Sport,Jean Paul Gaultier,sichuan_pepper plum apricot,7,3,30,10,50
Jean Paul Gaultier Carlisle Privé,Jean Paul Gaultier,coffee blackberry grapefruit,12,5,5,16,62
Chanel Spicebomb Absolute,Chanel,lemon chocolate green_apple mandarin amberwood tonka_bean sage blackcurrant agarwood,17,26,21,23,13
Hermes Spicebomb Parfum,Hermes,honey,7,3,10,74,6
Mancera Sauvage Absolute,Mancera,oud oakmoss mint licorice caramel,10,35,38,14,3
Montale Gyan Limited Edition,Montale,melon petitgrain cinnamon pineapple,37,6,27,4,26
Gucci Gypsy Water Absolute,Gucci,vetiver oud chocolate birch orange,45,13,9,27,6
Lancome Sedley Eau de Parfum,Lancome,sour_cherry cacao mint sandalwood ambergris licorice lavender agarwood,9,20,36,18,17
Montale La Vie Est Belle Cologne,Montale,licorice mandarin_orange amberwood tonka_bean,65,11,3,19,2
Hermes Sauvage Intense,Hermes,apricot vanilla cardamom mandarin_orange lime coffee sage,39,6,22,12,21
Tom Ford Gyan Parfum,Tom Ford,honey plum oakmoss rosewood ambroxan,6,38,1,23,32
Lancome By the Fireplace Elixir,Lancome,papyrus vanilla green_apple birch cashmeran,6,42,0,37,15
Byredo Fucking Fabulous Privé,Byredo,cacao oakmoss sichuan_pepper sandalwood coffee sage,0,74,13,13,0
Lancome Layton Night,Lancome,honey vanilla saffron cedarwood mandarin_orange sage rosewood,39,12,13,32,4
Dior Spicebomb Elixir,Dior,bergamot ambergris cedarwood mandarin amberwood tonka_bean cloves,14,19,27,32,8
Lancome Invictus Intense,Lancome,bergamot sandalwood apple black_cherry neroli,15,30,6,4,45
Versace Sedley Elixir,Versace,sandalwood bourbon_vanilla black_pepper mandarin wax amberwood neroli,24,15,35,20,6
Prada Kobraa Night,Prada,patchouli rosewood oud orange,64,24,10,2,0
Giorgio Armani Good Girl Elixir,Giorgio Armani,patchouli petitgrain coconut,11,14,7,9,59
Montale Herod Absolute,Montale,vetiver plum melon lime mandarin_orange cashmeran pepper agarwood,40,28,15,2,15
Giorgio Armani Kobraa Limited Edition,Giorgio Armani,licorice cacao grapefruit,62,9,9,13,7
Prada Acqua Di Gio Night,Prada,nutmeg oud melon sandalwood green_apple cashmeran,6,12,14,1,67
Jean Paul Gaultier Le Beau Privé,Jean Paul Gaultier,vetiver mandarin_orange dried_fruits oud,42,20,5,3,30
Roja Parfums Ultra Male Intense,Roja Parfums,cinnamon chocolate,0,10,60,27,3
Dolce & Gabbana Layton Night,Dolce & Gabbana,blackcurrant cinnamon amberwood peach,0,17,22,3,58
Prada Neroli Portofino Blanche,Prada,birch coconut black_pepper cumin,8,56,13,3,20
Tom Ford Interlude Sport,Tom Ford,bergamot wax,70,3,4,16,7
Roja Parfums Carlisle Parfum,Roja Parfums,oakmoss ginger neroli cardamom,15,42,38,0,5
Bvlgari Jadore Absolute,Bvlgari,blackberry,3,7,4,0,86
Paco Rabanne Bleu Noir,Paco Rabanne,vanilla sandalwood lime coffee orange,15,23,6,52,4
Gucci L'Homme Blanche,Gucci,honey pink_pepper sichuan_pepper wax neroli,15,2,57,23,3
Lancome Silver Mountain Water Eau de Parfum,Lancome,coffee melon bourbon_vanilla rosewood,0,59,7,19,15
Dolce & Gabbana Noir Extreme Parfum,Dolce & Gabbana,coconut agarwood,9,55,6,3,27
Jean Paul Gaultier Alien Noir,Jean Paul Gaultier,patchouli oakmoss coconut saffron cashmeran tonka_bean sage caramel,3,19,11,49,18
Giorgio Armani La Nuit de L'Homme Absolute,Giorgio Armani,cumin blackberry,7,6,20,0,67
Hermes Code Parfum,Hermes,lemon vanilla praline,30,10,3,50,7
Hermes Gypsy Water Parfum,Hermes,vanilla sichuan_pepper cumin black_cherry tonka_bean,3,10,21,15,51
Byredo Grey Vetiver Eau de Parfum,Byredo,sour_cherry sichuan_pepper sandalwood birch blackberry rosewood,4,15,50,10,21
Jean Paul Gaultier Black Opium,Jean Paul Gaultier,grapefruit patchouli cinnamon mandarin_orange blackcurrant pepper black_cherry ambroxan agarwood,13,16,20,2,49
Roja Parfums Acqua Di Gio Cologne,Roja Parfums,honey vanilla patchouli ambergris cinnamon lavender amberwood,9,13,46,22,10
Kilian Santal 33 Cologne,Kilian,pineapple,2,4,2,3,89
Tom Ford Tygar Cologne,Tom Ford,patchouli green_apple birch sage ambroxan,5,12,69,0,14
Chanel Neroli Portofino Noir,Chanel,papyrus oud coconut apple lime rosewood,18,63,2,1,16
Amouage Intense Cafe Sport,Amouage,apricot cumin nutmeg chocolate,10,9,20,34,27
Byredo Percival Eau de Parfum,Byredo,mint black_pepper mandarin_orange tonka_bean,22,3,46,27,2
Paco Rabanne Percival Cologne,Paco Rabanne,nutmeg cedar cherry_liqueur blackcurrant agarwood,4,40,28,8,20
Prada One Million Night,Prada,chocolate oakmoss sandalwood pear agarwood,3,21,9,17,50
Kilian Silver Mountain Water Extreme,Kilian,birch black_cherry amberwood,4,66,9,5,16
Tom Ford Alien Intense,Tom Ford,papyrus cacao grapefruit oakmoss bergamot ambergris pineapple caramel dried_fruits,43,15,7,15,20
Maison Margiela Hypnotic Poison Eau de Parfum,Maison Margiela,chocolate patchouli sandalwood ambergris mandarin coffee,54,15,5,16,10
Prada Green Irish Tweed Absolute,Prada,apricot orange grapefruit,31,3,9,10,47
Versace Reflection Blanche,Versace,vetiver birch mandarin_orange rosewood neroli,67,27,2,4,0
Parfums de Marly Layton Parfum,Parfums de Marly,caramel orange vanilla,16,7,1,74,2
Kilian Ombre Leather Limited Edition,Kilian,peach vanilla bergamot petitgrain pepper,12,1,34,31,22
Gucci Sedley,Gucci,petitgrain praline dried_fruits grapefruit,46,9,9,23,13
Montale Bal dAfrique Cologne,Montale,patchouli petitgrain chocolate orange,21,57,6,14,2
Mancera Interlude Night,Mancera,coconut ambroxan nutmeg,8,37,23,8,24
Versace Eros Privé,Versace,cacao cedar coconut birch cashmeran,7,13,4,36,40
Montale Kobraa Absolute,Montale,petitgrain apricot sour_cherry,77,5,2,1,15
Creed Santal 33 Sport,Creed,honey papyrus chocolate pepper ambroxan,6,34,38,16,6
Gucci Layton Eau de Parfum,Gucci,mandarin_orange bourbon_vanilla lemon chocolate,64,5,6,21,4
Dolce & Gabbana La Vie Est Belle Extreme,Dolce & Gabbana,chocolate vanilla oakmoss peach mandarin lime cumin amberwood black_cherry rosewood,27,14,17,23,19
Dior Grey Vetiver Limited Edition,Dior,cashmeran black_pepper lime neroli,64,11,13,4,8
Kilian Naxos Absolute,Kilian,vetiver peach oakmoss coconut black_pepper cashmeran sage,1,20,47,10,22
Gucci Aventus Privé,Gucci,papyrus oud grapefruit sichuan_pepper sage neroli,13,49,26,9,3
Mancera Fucking Fabulous Blanche,Mancera,green_apple pineapple pepper,7,6,40,3,44
Amouage Bleu Eau de Parfum,Amouage,papyrus melon licorice black_pepper cumin pear caramel ambroxan neroli orange,22,20,15,28,15
Creed Black Orchid Sport,Creed,pink_pepper patchouli saffron blackberry blackcurrant rosewood,9,52,24,2,13
Creed Percival Eau de Parfum,Creed,cedar mandarin chocolate,52,21,2,15,10
Kilian Santal 33 Privé,Kilian,honey oud cashmeran blackcurrant tonka_bean ambroxan dried_fruits,1,25,2,35,37
Dolce & Gabbana By the Fireplace Cologne,Dolce & Gabbana,cedarwood bourbon_vanilla wax,3,32,0,57,8
Yves Saint Laurent Ultra Male Cologne,Yves Saint Laurent,grapefruit patchouli mint ambergris neroli,26,50,15,1,8
Amouage Bleu,Amouage,chocolate peach oakmoss praline cedarwood amberwood cherry_liqueur,4,24,5,36,31
Dior Fucking Fabulous Elixir,Dior,papyrus pink_pepper oud cedar coconut cinnamon praline petitgrain lime blackberry caramel,18,19,32,12,19
Dior Bleu Cologne,Dior,oud melon petitgrain cedarwood caramel dried_fruits orange,15,40,5,18,22
Hermes Bleu Elixir,Hermes,honey mint sandalwood licorice agarwood,8,13,60,13,6
Parfums de Marly Code Extreme,Parfums de Marly,oud petitgrain bourbon_vanilla birch coffee ambroxan,19,29,9,34,9
Chanel Black Phantom Noir,Chanel,sour_cherry vanilla oakmoss bergamot petitgrain wax,18,36,10,16,20
Giorgio Armani Lost Cherry Cologne,Giorgio Armani,oakmoss petitgrain lime blackberry,35,20,6,3,36
Chanel Angels Share Eau de Parfum,Chanel,green_apple sichuan_pepper papyrus black_pepper,4,19,52,5,20
Amouage Y Le Parfum Absolute,Amouage,cedar mandarin_orange cacao,30,15,10,39,6
Gucci Kobraa Extreme,Gucci,papyrus apricot pepper,8,11,49,5,27
Parfums de Marly Carlisle Limited Edition,Parfums de Marly,patchouli peach tonka_bean licorice,9,40,0,38,13
Prada One Million Sport,Prada,honey vetiver oud vanilla,10,54,9,21,6
Creed The One Parfum,Creed,bergamot cedar cedarwood mandarin_orange tonka_bean caramel,15,53,8,18,6
Bvlgari Gypsy Water Intense,Bvlgari,grapefruit ambergris pear cashmeran mandarin_orange blackcurrant ambroxan,23,42,8,10,17
Bvlgari By the Fireplace Noir,Bvlgari,coffee mint oud tonka_bean,0,26,55,17,2
Paco Rabanne Black Orchid Eau de Parfum,Paco Rabanne,mint cinnamon petitgrain blackberry pineapple,39,7,14,10,30
Lancome By the Fireplace Sport,Lancome,ginger,9,4,72,5,10
Dolce & Gabbana Acqua Di Gio Intense,Dolce & Gabbana,bergamot praline petitgrain coffee sage,30,4,41,21,4
Gucci Gyan Noir,Gucci,cardamom vetiver cedar licorice,7,48,14,27,4
Xerjoff Oajan Privé,Xerjoff,honey cacao grapefruit sichuan_pepper cedarwood amberwood rosewood,32,27,13,23,5
Mancera Alexandria Limited Edition,Mancera,cumin lemon licorice,24,2,14,56,4
Versace Red Tobacco Elixir,Versace,pepper apricot amberwood peach,7,32,24,4,33
Hermes Love Dont Be Shy,Hermes,lemon chocolate vanilla sichuan_pepper cedar ambergris black_pepper lime,29,14,42,12,3
Prada Acqua Di Gio Absolute,Prada,sandalwood saffron licorice birch black_pepper,7,14,31,45,3
Kilian Alien Gold,Kilian,vanilla grapefruit sichuan_pepper wax cloves,16,10,35,39,0
Creed Acqua Di Gio Cologne,Creed,ginger mint green_apple petitgrain mandarin wax pineapple,24,4,11,15,46
Dolce & Gabbana One Million Noir,Dolce & Gabbana,vetiver saffron licorice amberwood tonka_bean neroli,43,26,12,14,5
Xerjoff Tuscan Leather Noir,Xerjoff,oakmoss sandalwood petitgrain lavender lime wax cloves agarwood,24,16,35,19,6
Yves Saint Laurent Alien Parfum,Yves Saint Laurent,bergamot sage,53,5,30,4,8
Maison Margiela Kobraa Blanche,Maison Margiela,nutmeg sandalwood mandarin_orange,20,40,30,8,2
Amouage Carlisle Parfum,Amouage,sour_cherry apricot chocolate wax neroli,45,4,0,17,34
Montale Pegasus Parfum,Montale,nutmeg oakmoss ginger licorice wax,10,21,22,40,7
Jean Paul Gaultier Carlisle Night,Jean Paul Gaultier,chocolate peach oakmoss cashmeran cherry_liqueur,7,16,0,62,15
Roja Parfums Tuscan Leather Night,Roja Parfums,vetiver apricot lavender black_pepper cashmeran lime ambroxan,15,36,27,7,15
Creed Sedley Absolute,Creed,sage bourbon_vanilla black_pepper blackberry,7,6,14,28,45
Prada Alexandria Parfum,Prada,cacao coconut ambergris pineapple caramel,3,59,6,19,13
Hermes Intense Cafe Privé,Hermes,coffee chocolate neroli,46,7,2,37,8
Chanel Le Male Intense,Chanel,sichuan_pepper caramel mint,9,7,45,35,4
Xerjoff Herod Eau de Parfum,Xerjoff,grapefruit praline cedarwood wax amberwood cloves,20,17,49,14,0
Byredo Black Orchid Sport,Byredo,honey vetiver oud apricot melon licorice mandarin_orange neroli agarwood,14,20,3,14,49
Chanel Grey Vetiver Eau de Parfum,Chanel,mint ambergris petitgrain cedarwood orange,19,34,33,8,6
Maison Margiela Pegasus Parfum,Maison Margiela,apple plum,7,10,0,2,81
Mancera Tobacco Vanille Night,Mancera,plum vanilla melon lime coffee,37,7,2,22,32
Hermes Soleil Blanc Privé,Hermes,chocolate grapefruit bergamot coconut licorice,30,7,8,27,28
Mancera La Vie Est Belle Parfum,Mancera,ambergris saffron apple green_apple cedarwood cashmeran neroli,15,17,47,3,18
Paco Rabanne Light Blue Parfum,Paco Rabanne,oakmoss ginger mandarin lime agarwood,41,23,27,3,6
Versace Tobacco Vanille Intense,Versace,cashmeran neroli dried_fruits,30,28,2,7,33
Amouage The One Gold,Amouage,cedar lavender lime oud,29,41,17,10,3
Hermes Black Orchid Eau de Parfum,Hermes,apricot grapefruit oakmoss sichuan_pepper patchouli cinnamon pear neroli,33,13,17,6,31
Byredo Intense Cafe Parfum,Byredo,plum peach bergamot ambergris birch ambroxan,48,19,1,1,31
Creed Herod Limited Edition,Creed,lemon black_cherry praline,31,2,5,21,41
Paco Rabanne Code Elixir,Paco Rabanne,cashmeran blackcurrant ambroxan neroli orange,22,36,4,8,30
Mancera Percival Parfum,Mancera,plum nutmeg chocolate cinnamon apple,7,10,14,58,11
Yves Saint Laurent Hypnotic Poison Privé,Yves Saint Laurent,honey papyrus plum mint lavender wax dried_fruits agarwood,7,47,12,18,16
Jean Paul Gaultier Alien Absolute,Jean Paul Gaultier,ginger bourbon_vanilla cumin,8,6,53,23,10
Montale Layton Gold,Montale,sage papyrus sandalwood apricot,0,62,22,1,15
Xerjoff Green Irish Tweed Blanche,Xerjoff,nutmeg bergamot sandalwood mandarin_orange cherry_liqueur blackcurrant,17,45,13,6,19
Giorgio Armani Gypsy Water Absolute,Giorgio Armani,apricot cacao pear coffee sage,6,8,28,36,22
Bvlgari Tuscan Leather Absolute,Bvlgari,pink_pepper chocolate vanilla cinnamon dried_fruits agarwood,6,21,11,20,42
Hermes Red Tobacco Night,Hermes,oakmoss ambergris orange,35,42,9,7,7
Paco Rabanne Alexandria Limited Edition,Paco Rabanne,vetiver nutmeg grapefruit praline blackcurrant agarwood,11,30,18,27,14
Dior Coco Mademoiselle Parfum,Dior,orange chocolate coconut pineapple cloves neroli sage,44,4,20,16,16
Roja Parfums Soleil Blanc Cologne,Roja Parfums,honey mint plum pear,8,7,56,12,17
Roja Parfums Santal 33,Roja Parfums,ginger pineapple wax black_cherry,3,3,31,15,48
Creed Gyan Absolute,Creed,mandarin lemon blackcurrant,60,10,0,0,30
Lancome Invictus Sport,Lancome,sour_cherry peach cedar lime orange,13,20,5,9,53
Montale Scandal Night,Montale,honey black_pepper mandarin cumin wax,12,10,46,32,0
Creed Spicebomb Privé,Creed,vetiver nutmeg oud,0,38,58,2,2
Kilian Naxos Noir,Kilian,lemon mandarin pepper tonka_bean coffee cloves,26,3,23,42,6
Giorgio Armani Carlisle Privé,Giorgio Armani,ginger sandalwood ambergris cashmeran sage caramel,6,28,21,35,10
Giorgio Armani Interlude Elixir,Giorgio Armani,oud nutmeg oakmoss cedarwood lime neroli,24,16,52,7,1
Gucci Straight to Heaven Privé,Gucci,pink_pepper grapefruit coconut birch cloves agarwood,31,14,17,3,35
Yves Saint Laurent Tobacco Vanille Sport,Yves Saint Laurent,plum nutmeg vanilla mandarin cashmeran tonka_bean,19,18,17,22,24
Chanel Alien Privé,Chanel,sichuan_pepper tonka_bean praline,4,6,18,62,10
Gucci Ombre Leather Limited Edition,Gucci,chocolate cacao patchouli bergamot mint sichuan_pepper,16,35,26,18,5
Dolce & Gabbana Tobacco Vanille Elixir,Dolce & Gabbana,vetiver wax pineapple cloves caramel dried_fruits,1,21,12,40,26
Gucci The One Gold,Gucci,sandalwood lemon grapefruit,44,41,3,5,7
Bvlgari Aventus,Bvlgari,nutmeg grapefruit praline mandarin coffee,51,4,14,22,9
Xerjoff Percival Sport,Xerjoff,papyrus plum grapefruit pear amberwood cloves rosewood,15,14,48,6,17
Maison Margiela Oajan Cologne,Maison Margiela,cacao praline petitgrain cedarwood mandarin cashmeran amberwood,26,29,0,45,0
Hermes Grey Vetiver Night,Hermes,mint vetiver pepper,10,32,38,10,10
Versace Neroli Portofino Cologne,Versace,papyrus lemon grapefruit oakmoss sichuan_pepper praline black_pepper tonka_bean,57,11,17,15,0
Montale Soleil Blanc Extreme,Montale,bergamot bourbon_vanilla lemon sichuan_pepper,38,9,20,25,8
Giorgio Armani Accento Absolute,Giorgio Armani,plum agarwood ginger petitgrain cashmeran orange,14,14,58,1,13
Prada Le Beau Blanche,Prada,honey nutmeg patchouli cedar green_apple blackberry tonka_bean ambroxan,3,26,39,21,11
Mancera One Million Blanche,Mancera,patchouli cardamom pepper amberwood ambroxan neroli,43,30,17,5,5
Tom Ford Green Irish Tweed Elixir,Tom Ford,oakmoss melon ambroxan cashmeran,10,49,10,3,28
Versace Coco Mademoiselle Eau de Parfum,Versace,honey cacao cedarwood black_pepper amberwood cloves agarwood,2,20,57,21,0
Mancera Jubilation Parfum,Mancera,mandarin_orange neroli,84,8,1,2,5
Jean Paul Gaultier Interlude Privé,Jean Paul Gaultier,cedarwood rosewood agarwood lavender,8,63,14,9,6
Chanel Silver Mountain Water Blanche,Chanel,apricot bergamot cedarwood pineapple pepper tonka_bean rosewood,23,37,13,13,14
Parfums de Marly Percival Absolute,Parfums de Marly,blackcurrant blackberry agarwood,0,57,3,6,34
Versace Accento,Versace,sour_cherry lemon chocolate praline lavender,15,6,14,44,21
Maison Margiela Stronger With You Gold,Maison Margiela,grapefruit patchouli oakmoss cinnamon cashmeran mandarin_orange cumin,24,24,42,7,3
Lancome Neroli Portofino Intense,Lancome,bergamot ambroxan grapefruit,72,12,1,6,9
Mancera Le Male Privé,Mancera,grapefruit cedar sandalwood cardamom lavender mandarin cherry_liqueur agarwood,25,27,11,10,27
Montale Stronger With You Cologne,Montale,cloves sandalwood neroli grapefruit,11,17,64,0,8
Hermes Black Opium Cologne,Hermes,oakmoss petitgrain plum rosewood,57,13,4,3,23
Bvlgari By the Fireplace Parfum,Bvlgari,vanilla grapefruit petitgrain cloves ambroxan,20,17,30,30,3
Chanel Percival Elixir,Chanel,peach mandarin wax coffee cloves blackcurrant,16,10,30,19,25
Tom Ford Reflection Elixir,Tom Ford,oud nutmeg chocolate cacao oakmoss petitgrain cashmeran mandarin_orange,18,15,11,50,6
Tom Ford Jadore Extreme,Tom Ford,honey licorice blackberry sage orange,13,7,20,21,39
Gucci No 5 Gold,Gucci,cacao patchouli ambergris green_apple tonka_bean blackcurrant neroli,18,13,10,30,29
Hermes Y Le Parfum Night,Hermes,mandarin_orange lemon oud,33,51,10,4,2
Jean Paul Gaultier Oajan Parfum,Jean Paul Gaultier,sandalwood cumin saffron praline,0,31,45,19,5
Paco Rabanne Stronger With You Privé,Paco Rabanne,patchouli lime chocolate,20,51,4,20,5
Bvlgari Straight to Heaven Gold,Bvlgari,sour_cherry chocolate cedar petitgrain cardamom,21,12,19,27,21
Dior Y Le Parfum Intense,Dior,green_apple,0,2,0,7,91
