name,brand,notes,citrus,woody,fresh_spicy,sweet,fruity
Amouage By the Fireplace Uomo,Amouage,passionfruit oakmoss lavender nutmeg cedarwood lime,32,13,34,1,20
Dolce & Gabbana Eros Limited Edition,Dolce & Gabbana,iso_e_super guaiac_wood coffee apricot sour_cherry ambergris blood_orange caramel,19,12,2,19,48
Versace Naxos,Versace,oakmoss guaiac_wood patchouli apricot cardamom bergamot,13,29,35,10,13
Prada Ombre Leather Cologne,Prada,amberwood tonka_bean sandalwood mandarin,39,27,7,17,10
Dior Jadore Gold,Dior,pear tonka_bean chocolate cloves,0,9,16,41,34
Prada Cedrat Boise Intense,Prada,iso_e_super sandalwood peach anis vetiver,10,26,22,7,35
Bvlgari Gypsy Water Gold,Bvlgari,wax coffee black_pepper sichuan_pepper grapefruit blood_orange,22,10,25,38,5
Maison Margiela Bal dAfrique Blanche,Maison Margiela,amberwood pineapple petitgrain licorice fig vanilla cashmeran,15,24,1,19,41
Yves Saint Laurent Red Tobacco,Yves Saint Laurent,passionfruit wax fig neroli cumin tonka_bean,17,7,21,44,11
Roja Parfums Gyan Intense,Roja Parfums,iso_e_super pear licorice cinnamon sour_cherry vanilla cloves,6,13,21,13,47
Nishane Alien Elixir,Nishane,papyrus cedarwood yuzu rosewood bourbon_vanilla grapefruit praline,23,27,4,36,10
Giorgio Armani Baccarat Rouge Cologne,Giorgio Armani,coconut ginger wax sage,1,6,65,16,12
Amouage La Vie Est Belle Blanche,Amouage,mandarin,70,8,9,3,10
Montale Tuscan Leather Elixir,Montale,green_apple neroli black_cherry cacao,11,5,8,55,21
Creed Percival Donna,Creed,papyrus cacao cardamom pink_pepper,2,50,24,18,6
Yves Saint Laurent Percival Gold,Yves Saint Laurent,marshmallow guaiac_wood mandarin chocolate neroli,29,11,7,49,4
Byredo Crystal Noir Limited Edition,Byredo,cardamom,8,6,80,3,3
Parfums de Marly Man Eau Fraiche Donna,Parfums de Marly,cacao wax bergamot,32,8,10,41,9
Xerjoff L'Homme Sport,Xerjoff,cedar grapefruit mandarin,54,23,9,4,10
Prada Coco Mademoiselle Donna,Prada,oakmoss pepper ambroxan amber rosewood petitgrain,30,17,22,30,1
Byredo Terre Blanche,Byredo,praline apple sour_cherry,8,4,8,33,47
Paco Rabanne Kobraa Eau de Parfum,Paco Rabanne,amberwood passionfruit chocolate anis coconut saffron vanilla,10,24,21,16,29
Creed Ani Eau de Parfum,Creed,mandarin_orange raspberry mandarin pink_pepper coriander blackberry,40,9,37,1,13
Dior Alien Sport,Dior,coffee nutmeg pink_pepper fig pineapple,10,9,30,24,27
Creed Eros Gold,Creed,mandarin_orange mandarin blackcurrant cashmeran apple,44,41,3,1,11
Xerjoff Man Eau Fraiche Night,Xerjoff,sage melon blackcurrant bergamot,14,2,64,2,18
Giorgio Armani Rehab Privé,Giorgio Armani,honey orange yuzu pink_pepper saffron,17,5,35,35,8
Yves Saint Laurent The One Donna,Yves Saint Laurent,marshmallow ginger wax,6,3,31,60,0
Creed La Nuit de L'Homme Intense,Creed,mandarin_orange papyrus iso_e_super bergamot pink_pepper mint,47,34,14,0,5
Roja Parfums Hacivat Absolute,Roja Parfums,tonka_bean vetiver,2,28,8,58,4
Hermes Dylan Blue Blanche,Hermes,papyrus marshmallow coffee patchouli rosewood melon plum,2,11,8,30,49
Parfums de Marly Cedrat Boise Sport,Parfums de Marly,wax pink_pepper melon vanilla vetiver,8,12,16,36,28
Giorgio Armani Hypnotic Poison Elixir,Giorgio Armani,amberwood cacao cedar black_pepper sage ebony_wood,9,27,26,35,3
Nishane Versace Pour Homme Limited Edition,Nishane,iso_e_super pepper mandarin amber mint peach agarwood vanilla apple,13,36,17,14,20
Amouage Tuscan Leather Donna,Amouage,cardamom lavender bergamot,24,6,67,0,3
Giorgio Armani Spicebomb Uomo,Giorgio Armani,ambergris ebony_wood blackberry sour_cherry,3,25,5,5,62
Montale Rehab Donna,Montale,ginger iso_e_super,5,41,48,5,1
Prada Aventus Donna,Prada,nutmeg cacao marshmallow melon,3,8,25,35,29
Hermes Pegasus Intense,Hermes,amber blackcurrant rosewood,1,17,1,14,67
Byredo One Million Blanche,Byredo,patchouli amber sour_cherry fig agarwood,8,51,5,11,25
Gucci One Million Night,Gucci,marshmallow raspberry yuzu pink_pepper cumin grapefruit dried_fruits,17,4,43,19,17
Montale Scandal Intense,Montale,passionfruit black_pepper sichuan_pepper ambergris cashmeran apple,7,31,49,1,12
Creed Hacivat Eau de Parfum,Creed,fig cedar ebony_wood,3,66,2,4,25
Roja Parfums Light Blue Sport,Roja Parfums,cedar vetiver brown_sugar,10,19,7,58,6
Kilian Green Irish Tweed Sport,Kilian,mandarin pear cumin blood_orange cashmeran,27,16,13,3,41
Jean Paul Gaultier Gypsy Water Intense,Jean Paul Gaultier,marshmallow brown_sugar,7,9,1,82,1
Byredo Side Effect Gold,Byredo,coffee chocolate mint green_apple,5,7,19,36,33
Kilian Libre Noir,Kilian,pink_pepper agarwood sichuan_pepper pear,0,11,24,10,55
Maison Margiela Hacivat Elixir,Maison Margiela,fig bourbon_vanilla cashmeran,1,24,10,26,39
Lancome Noir Extreme Gold,Lancome,amberwood mandarin orange apricot oud cashmeran,24,12,2,10,52
Byredo Erba Pura,Byredo,tonka_bean yuzu lime sage,15,8,60,12,5
Amouage Terre,Amouage,cacao lemon ambroxan mandarin bourbon_vanilla,32,12,7,42,7
Amouage Interlude Extreme,Amouage,wax orange amber oud anis,14,18,34,29,5
Yves Saint Laurent Acqua Di Gio Intense,Yves Saint Laurent,pepper chocolate amber bergamot ebony_wood cherry_liqueur anis pineapple,18,11,23,11,37
Creed Gyan Absolute,Creed,ambroxan orange patchouli blackcurrant licorice ambergris blackberry caramel,19,13,0,41,27
Chanel Pegasus Extreme,Chanel,tonka_bean iso_e_super oakmoss lavender,10,34,28,19,9
Xerjoff Galloway Cologne,Xerjoff,honey oakmoss cardamom cherry_liqueur dried_fruits anis,7,20,15,42,16
Prada Oud Wood Intense,Prada,honey lime blackcurrant brown_sugar cashmeran agarwood vetiver,21,36,4,21,18
Amouage Santal 33 Gold,Amouage,cedar cardamom licorice cinnamon neroli grapefruit caramel,17,45,21,14,3
Dior Jubilation Blanche,Dior,mandarin nutmeg chocolate ginger plum vanilla pineapple,28,5,22,14,31
Yves Saint Laurent Tuscan Leather Sport,Yves Saint Laurent,marshmallow guaiac_wood cedar apricot lime neroli peach tonka_bean,30,28,9,11,22
Byredo Le Beau Noir,Byredo,sandalwood wax black_cherry sour_cherry neroli saffron vanilla vetiver,29,12,11,16,32
Jean Paul Gaultier Roses Vanille Cologne,Jean Paul Gaultier,marshmallow yuzu saffron grapefruit cloves,58,3,20,16,3
Roja Parfums Silver Mountain Water Sport,Roja Parfums,cedar mint vanilla lime,16,29,19,27,9
Versace Interlude Intense,Versace,orange mint ginger mandarin,25,7,60,0,8
Giorgio Armani Love Dont Be Shy Absolute,Giorgio Armani,ginger ebony_wood,5,11,67,7,10
Yves Saint Laurent Intense Cafe Gold,Yves Saint Laurent,orange green_apple lime pear,51,5,0,5,39
Dolce & Gabbana Aventus Elixir,Dolce & Gabbana,mandarin_orange cacao pepper dried_fruits yuzu praline,14,8,23,40,15
Parfums de Marly Cedrat Boise Donna,Parfums de Marly,cedarwood black_pepper vetiver,3,26,55,10,6
Jean Paul Gaultier Galloway Blanche,Jean Paul Gaultier,sichuan_pepper blood_orange guaiac_wood brown_sugar,35,27,19,14,5
Xerjoff Mojave Ghost Privé,Xerjoff,mandarin nutmeg rosewood coriander pineapple,38,27,18,5,12
Bvlgari Invictus Gold,Bvlgari,lemon black_cherry guaiac_wood raspberry agarwood praline caramel,31,31,7,19,12
Yves Saint Laurent Alien Cologne,Yves Saint Laurent,amberwood black_cherry ambroxan yuzu rosewood mint coriander,16,11,11,8,54
Amouage Jubilation Night,Amouage,amberwood honey lemon raspberry coffee patchouli apricot mint sichuan_pepper grapefruit vetiver,35,25,13,16,11
Yves Saint Laurent Le Male Elixir,Yves Saint Laurent,honey pepper nutmeg neroli ebony_wood agarwood,13,60,13,12,2
Hermes Oud Wood Elixir,Hermes,coffee green_apple fig coriander agarwood caramel,10,25,25,21,19
Dior Baccarat Rouge Gold,Dior,mandarin_orange pepper cedar sour_cherry ebony_wood cloves,11,13,48,6,22
Amouage Bleu Sport,Amouage,licorice oud black_cherry sour_cherry,1,13,9,12,65
Mancera La Vie Est Belle,Mancera,amberwood patchouli ginger iso_e_super,3,68,21,2,6
Nishane Crystal Noir Uomo,Nishane,cacao mandarin cedar oud agarwood,32,34,5,25,4
Xerjoff Baccarat Rouge Parfum,Xerjoff,nutmeg wax melon,9,3,25,26,37
Versace Straight to Heaven Intense,Versace,amberwood cacao cedar rosewood neroli bourbon_vanilla blood_orange,23,59,4,11,3
Hermes Percival Parfum,Hermes,coconut cloves tonka_bean blackberry caramel,4,10,11,20,55
Dolce & Gabbana Oud Noir Eau de Parfum,Dolce & Gabbana,mandarin_orange honey cacao lime ambergris agarwood,25,51,6,16,2
Paco Rabanne Rehab Donna,Paco Rabanne,cacao passionfruit patchouli yuzu green_apple,14,25,6,11,44
Lancome Rehab Eau de Parfum,Lancome,plum praline lime sour_cherry,17,10,5,42,26
Hermes Terre Donna,Hermes,amberwood cinnamon cedarwood dried_fruits,1,11,15,2,71
Dolce & Gabbana Sedley Blanche,Dolce & Gabbana,passionfruit coffee patchouli oud rosewood mint brown_sugar plum,2,20,38,21,19
Mancera Code Gold,Mancera,honey passionfruit oakmoss ebony_wood peach praline,6,27,5,31,31
Creed Tygar Blanche,Creed,cedar vanilla cloves,6,37,20,36,1
Hermes Straight to Heaven Uomo,Hermes,mint oakmoss,8,47,43,0,2
Maison Margiela Neroli Portofino Donna,Maison Margiela,ambergris blackcurrant ambroxan guaiac_wood,7,36,4,8,45
Montale Y Le Parfum Sport,Montale,papyrus iso_e_super black_cherry guaiac_wood amber peach vanilla,6,12,7,23,52
Jean Paul Gaultier Code Absolute,Jean Paul Gaultier,amber agarwood iso_e_super marshmallow,5,22,2,68,3
Hermes Fan Your Flames Parfum,Hermes,marshmallow black_cherry oakmoss apricot amber oud grapefruit vetiver,34,27,8,13,18
Dolce & Gabbana Millessime Imperial Intense,Dolce & Gabbana,peach bourbon_vanilla blackcurrant guaiac_wood,7,12,7,33,41
Yves Saint Laurent Intense Cafe Limited Edition,Yves Saint Laurent,cedarwood apple sour_cherry,7,50,7,6,30
Versace Invictus Extreme,Versace,bourbon_vanilla praline rosewood raspberry,3,27,5,54,11
Nishane Straight to Heaven Extreme,Nishane,black_pepper caramel,1,9,70,14,6
Maison Margiela Le Male Cologne,Maison Margiela,oakmoss raspberry cedarwood amber peach ambergris vanilla,5,56,3,24,12
Gucci Lost Cherry Sport,Gucci,wax lavender mint blood_orange apple,36,2,16,18,28
Roja Parfums Fucking Fabulous Gold,Roja Parfums,papyrus sandalwood cedar chocolate sage tonka_bean anis,4,13,40,39,4
Prada One Million Noir,Prada,saffron plum,2,6,11,8,73
Kilian Black Phantom Noir,Kilian,yuzu sour_cherry neroli plum saffron praline,13,9,33,23,22
Dior Layton Sport,Dior,cedar cedarwood sour_cherry bourbon_vanilla saffron tonka_bean anis pineapple,2,12,16,35,35
Chanel Crystal Noir Cologne,Chanel,amberwood praline iso_e_super ebony_wood,8,51,1,36,4
Dior Straight to Heaven Cologne,Dior,amber rosewood cacao,5,39,6,44,6
Byredo Oud for Greatness Cologne,Byredo,papyrus black_cherry mandarin cedar ebony_wood,62,18,3,5,12
Yves Saint Laurent Side Effect Elixir,Yves Saint Laurent,mandarin rosewood sour_cherry coriander anis cashmeran,43,19,15,6,17
Prada Aventus Intense,Prada,licorice neroli lemon brown_sugar,65,9,0,26,0
Dolce & Gabbana Santal 33 Donna,Dolce & Gabbana,sandalwood guaiac_wood licorice ebony_wood plum vanilla,3,50,2,18,27
Roja Parfums Acqua Di Gio Gold,Roja Parfums,passionfruit wax coffee nutmeg black_pepper peach,8,8,29,28,27
Versace Oud for Greatness Extreme,Versace,iso_e_super ambroxan nutmeg patchouli apricot sour_cherry,8,22,41,0,29
Bvlgari Y Le Parfum Cologne,Bvlgari,lemon oakmoss blackcurrant green_apple neroli cloves,14,34,28,8,16
Hermes Cedrat Boise Cologne,Hermes,papyrus marshmallow guaiac_wood mandarin rosewood coconut sichuan_pepper vanilla pineapple,17,19,25,17,22
Mancera Gyan Donna,Mancera,amber grapefruit raspberry caramel,41,3,1,21,34
Dolce & Gabbana La Vie Est Belle Gold,Dolce & Gabbana,mandarin yuzu rosewood sage saffron dried_fruits pineapple,25,11,40,2,22
Parfums de Marly Black Orchid Blanche,Parfums de Marly,licorice cedar ginger black_pepper,8,45,17,22,8
Hermes Good Girl Intense,Hermes,cedar ambroxan blackcurrant,1,78,4,2,15
Hermes Eros,Hermes,tonka_bean black_cherry petitgrain bergamot,46,3,7,12,32
Kilian La Nuit de L'Homme Donna,Kilian,amberwood bergamot petitgrain ebony_wood agarwood anis,21,47,31,0,1
Byredo One Million Parfum,Byredo,honey pepper amber ginger blackcurrant petitgrain neroli plum cashmeran,11,23,25,18,23
Bvlgari L'Homme Elixir,Bvlgari,fig ebony_wood,3,32,10,3,52
Paco Rabanne Millessime Imperial Blanche,Paco Rabanne,honey sage cloves blackberry apple,10,3,18,41,28
Chanel Percival Uomo,Chanel,sandalwood wax neroli coriander ambergris blood_orange cloves,24,34,13,22,7
Prada Kobraa Extreme,Prada,lemon cherry_liqueur apple,54,2,6,1,37
Byredo No 5 Absolute,Byredo,licorice nutmeg bourbon_vanilla plum,5,5,18,46,26
Paco Rabanne Roses Vanille Night,Paco Rabanne,fig chocolate,5,10,8,25,52
Bvlgari Grey Vetiver Parfum,Bvlgari,sandalwood oakmoss mandarin nutmeg blood_orange,54,11,27,3,5
Lancome L'Homme Sport,Lancome,honey guaiac_wood patchouli cardamom petitgrain pear tonka_bean cashmeran,19,12,11,19,39
Hermes Alien,Hermes,sandalwood patchouli apricot sage pink_pepper grapefruit pineapple,25,21,21,0,33
Hermes Fan Your Flames Limited Edition,Hermes,cedar chocolate petitgrain cherry_liqueur pineapple,14,27,5,30,24
Creed Neroli Portofino Limited Edition,Creed,mandarin_orange marshmallow oud vetiver birch,61,12,6,17,4
Nishane Tuscan Leather Gold,Nishane,iso_e_super birch,9,67,7,9,8
Bvlgari Fucking Fabulous Parfum,Bvlgari,bourbon_vanilla amber anis cloves,5,5,63,20,7
Amouage Gyan Cologne,Amouage,marshmallow cedar cedarwood praline pineapple apple,2,15,1,62,20
Giorgio Armani Light Blue Parfum,Giorgio Armani,amberwood ginger rosewood petitgrain cloves,38,26,23,6,7
Bvlgari Crystal Noir Noir,Bvlgari,papyrus cacao pepper oud brown_sugar ambergris,0,11,32,56,1
Parfums de Marly Oajan Noir,Parfums de Marly,cumin blackcurrant fig brown_sugar agarwood,4,30,17,18,31
Dolce & Gabbana Roses Vanille Donna,Dolce & Gabbana,black_cherry patchouli bergamot petitgrain sichuan_pepper cumin pineapple,20,24,13,8,35
Initio Parfums Versace Pour Homme Extreme,Initio Parfums,cedarwood cardamom pink_pepper vanilla vetiver,3,64,15,18,0
Chanel Rehab Limited Edition,Chanel,papyrus sandalwood oakmoss mandarin pear green_apple,50,30,3,0,17
Parfums de Marly Tobacco Vanille Limited Edition,Parfums de Marly,black_cherry mint iso_e_super anis,2,14,27,3,54
Dior L'Homme Intense,Dior,mandarin_orange oud passionfruit sour_cherry,12,60,1,9,18
Paco Rabanne Code Blanche,Paco Rabanne,pink_pepper nutmeg sandalwood fig,9,24,24,9,34
Xerjoff Jubilation Sport,Xerjoff,black_cherry oakmoss ginger black_pepper sour_cherry vetiver cashmeran,5,28,52,3,12
Giorgio Armani Oajan Parfum,Giorgio Armani,fig cedar vanilla,6,58,6,18,12
Prada Y Le Parfum Cologne,Prada,ambergris sandalwood coriander,1,61,27,1,10
Parfums de Marly The One Sport,Parfums de Marly,amberwood apricot ginger bergamot birch,14,13,20,1,52
Versace Spicebomb Noir,Versace,iso_e_super ambroxan coconut blood_orange blackberry,23,54,9,2,12
Bvlgari Dylan Blue Privé,Bvlgari,iso_e_super ambroxan lavender bergamot cinnamon pineapple,32,34,11,9,14
Montale Rehab Gold,Montale,ambergris wax black_pepper,2,19,39,33,7
Prada L'Homme Sport,Prada,amberwood raspberry patchouli yuzu plum grapefruit,11,55,1,5,28
Nishane Jubilation Noir,Nishane,lavender cashmeran blood_orange blackberry cloves,25,16,28,3,28
Hermes Interlude Intense,Hermes,ambroxan black_pepper sour_cherry saffron caramel,4,11,38,23,24
Jean Paul Gaultier Silver Mountain Water Cologne,Jean Paul Gaultier,mango oud rosewood cinnamon bourbon_vanilla ebony_wood,0,34,30,22,14
Kilian Le Male Sport,Kilian,pepper patchouli amber lime neroli mint ebony_wood cashmeran,20,28,12,31,9
Lancome Coco Mademoiselle Intense,Lancome,mandarin_orange black_pepper pink_pepper dried_fruits blood_orange,15,9,56,4,16
Paco Rabanne Grey Vetiver Night,Paco Rabanne,green_apple cinnamon bourbon_vanilla mint brown_sugar pineapple,4,4,52,19,21
Creed Tuscan Leather Uomo,Creed,passionfruit orange chocolate cedarwood grapefruit,24,37,4,19,16
Parfums de Marly Straight to Heaven Intense,Parfums de Marly,agarwood coconut vanilla raspberry,4,29,9,20,38
Tom Ford Acqua Di Gio Uomo,Tom Ford,wax lavender mandarin cedar black_pepper tonka_bean birch,26,11,12,46,5
Yves Saint Laurent Scandal Blanche,Yves Saint Laurent,guaiac_wood amber oud cardamom cherry_liqueur cumin agarwood pineapple,4,15,12,36,33
Parfums de Marly Side Effect Blanche,Parfums de Marly,honey cacao grapefruit mandarin,35,10,9,45,1
Tom Ford Sedley Limited Edition,Tom Ford,mango ambergris anis cashmeran apple,10,28,19,0,43
Roja Parfums Alexandria II Absolute,Roja Parfums,honey marshmallow cedar plum cashmeran pineapple,4,34,0,49,13
Jean Paul Gaultier L'Homme Cologne,Jean Paul Gaultier,coriander cherry_liqueur guaiac_wood,8,28,42,10,12
Chanel Versace Pour Homme Uomo,Chanel,mint pepper sour_cherry,3,9,27,3,58
Nishane Invictus Gold,Nishane,lavender orange cardamom ebony_wood ambergris grapefruit vetiver,14,16,59,8,3
Jean Paul Gaultier Black Phantom Extreme,Jean Paul Gaultier,amber oud vanilla,6,74,1,14,5
Montale La Nuit de L'Homme Cologne,Montale,cashmeran oakmoss petitgrain mandarin,55,29,4,9,3
Bvlgari Rehab Cologne,Bvlgari,coffee cedarwood sour_cherry amber,8,25,9,23,35
Prada Oajan Parfum,Prada,cacao mandarin petitgrain ebony_wood cashmeran,38,22,7,30,3
Hermes Lost Cherry Parfum,Hermes,mandarin_orange sour_cherry brown_sugar tonka_bean grapefruit,50,2,9,19,20
Dior La Nuit de L'Homme Cologne,Dior,coffee tonka_bean melon,1,7,4,77,11
Jean Paul Gaultier Sauvage,Jean Paul Gaultier,sage fig bergamot grapefruit cashmeran,15,11,49,0,25
Kilian Light Blue Cologne,Kilian,mandarin_orange chocolate yuzu vanilla vetiver,11,27,0,54,8
Giorgio Armani Soleil Blanc,Giorgio Armani,cacao black_cherry ebony_wood brown_sugar grapefruit blood_orange cashmeran,16,27,7,24,26
Mancera Bal dAfrique Cologne,Mancera,honey passionfruit guaiac_wood orange vetiver apple,12,21,0,16,51
Kilian Fan Your Flames Intense,Kilian,peach bourbon_vanilla lime mandarin,35,6,1,17,41
Hermes Coco Mademoiselle Privé,Hermes,fig yuzu marshmallow green_apple,21,7,10,34,28
Dior Invictus Absolute,Dior,iso_e_super mandarin petitgrain mint cumin birch,25,23,34,10,8
Xerjoff Ani Sport,Xerjoff,tonka_bean neroli grapefruit,37,6,8,41,8
Bvlgari Oud Noir,Bvlgari,wax guaiac_wood cedar rosewood plum tonka_bean,0,14,7,31,48
Yves Saint Laurent Baccarat Rouge Eau de Parfum,Yves Saint Laurent,honey oakmoss patchouli cardamom brown_sugar anis,2,54,21,18,5
Amouage Code Blanche,Amouage,anis sour_cherry agarwood grapefruit blackberry,23,47,12,0,18
Mancera Spicebomb Donna,Mancera,amberwood sandalwood orange amber ginger anis blood_orange,35,18,20,19,8
Lancome Neroli Portofino Parfum,Lancome,honey wax cedar oud dried_fruits cashmeran,7,14,9,48,22
Gucci Tuscan Leather Intense,Gucci,cinnamon agarwood lemon ginger,13,32,45,5,5
Dolce & Gabbana Le Male Noir,Dolce & Gabbana,raspberry nutmeg mango black_pepper bergamot caramel,24,4,11,19,42
Prada Kobraa Intense,Prada,ambroxan patchouli amber cinnamon peach pineapple,1,28,12,25,34
Dior Oahu Noir,Dior,lemon cedar lime mint sichuan_pepper cashmeran,34,40,20,5,1
Maison Margiela Bright Crystal Eau de Parfum,Maison Margiela,wax guaiac_wood cardamom agarwood grapefruit birch,16,21,46,11,6
Paco Rabanne No 5 Limited Edition,Paco Rabanne,neroli mint brown_sugar bergamot,16,10,61,13,0
Xerjoff Rehab Noir,Xerjoff,mandarin green_apple cinnamon mint brown_sugar,20,7,24,12,37
Initio Parfums Coco Mademoiselle Blanche,Initio Parfums,honey pepper yuzu ginger green_apple apple,11,2,35,39,13
Dior Grey Vetiver Limited Edition,Dior,sandalwood dried_fruits sage ambergris praline,3,18,18,27,34
Bvlgari Eros Absolute,Bvlgari,papyrus raspberry mandarin black_pepper cherry_liqueur cumin grapefruit vetiver,27,15,31,10,17
Parfums de Marly Red Tobacco Noir,Parfums de Marly,amberwood lime brown_sugar saffron grapefruit vetiver,34,20,25,19,2
Roja Parfums Coco Mademoiselle Parfum,Roja Parfums,mandarin_orange apricot oud neroli ebony_wood,17,31,1,9,42
Tom Ford Eros Elixir,Tom Ford,cardamom green_apple ebony_wood brown_sugar grapefruit blackberry,35,16,18,12,19
Mancera Jubilation Eau de Parfum,Mancera,lime blood_orange sour_cherry,44,9,10,10,27
Xerjoff Stronger With You Uomo,Xerjoff,nutmeg marshmallow dried_fruits chocolate,6,9,41,14,30
Lancome Man Eau Fraiche Privé,Lancome,lemon iso_e_super cedar amber neroli melon tonka_bean,31,20,5,31,13
Maison Margiela Angels Share Extreme,Maison Margiela,sandalwood ginger lime licorice peach tonka_bean agarwood,22,22,12,18,26
Mancera Love Dont Be Shy Gold,Mancera,amberwood raspberry black_pepper fig pink_pepper grapefruit,17,42,24,3,14
Nishane Oud Noir Intense,Nishane,mandarin orange cedar cashmeran caramel,30,38,2,20,10
Creed Scandal Elixir,Creed,nutmeg yuzu peach saffron dried_fruits,23,9,49,0,19
Paco Rabanne Invictus Night,Paco Rabanne,passionfruit sandalwood oud pink_pepper cinnamon,4,36,34,4,22
Chanel Alien Night,Chanel,orange yuzu cardamom sichuan_pepper blackberry apple,13,3,63,6,15
Yves Saint Laurent Silver Mountain Water Noir,Yves Saint Laurent,mango ginger anis dried_fruits,7,5,33,4,51
Lancome Soleil Blanc Night,Lancome,amberwood iso_e_super mandarin coffee ginger lime bourbon_vanilla saffron agarwood,23,15,41,17,4
Maison Margiela Hacivat Donna,Maison Margiela,sandalwood oakmoss blackcurrant licorice ambergris apple,1,30,8,47,14
Creed Interlude Donna,Creed,licorice mango ebony_wood apricot,5,17,5,54,19
Giorgio Armani Baccarat Rouge Night,Giorgio Armani,black_cherry vanilla wax,7,6,5,27,55
Dior Straight to Heaven Extreme,Dior,oakmoss ambroxan patchouli licorice cloves,10,11,50,23,6
Maison Margiela Hypnotic Poison Extreme,Maison Margiela,mandarin_orange lemon pepper coffee cinnamon ebony_wood melon ambergris pineapple,17,18,11,35,19
Tom Ford Percival Noir,Tom Ford,pink_pepper agarwood wax rosewood,7,53,19,17,4
Dolce & Gabbana Black Opium Intense,Dolce & Gabbana,mandarin_orange sandalwood guaiac_wood lavender orange amber pink_pepper brown_sugar ambergris,38,14,22,18,8
Kilian Scandal,Kilian,amberwood ginger ebony_wood melon,3,36,21,0,40
Tom Ford Tobacco Vanille Extreme,Tom Ford,ambergris caramel coriander mandarin,20,38,26,11,5
Dolce & Gabbana Red Tobacco Privé,Dolce & Gabbana,papyrus patchouli pink_pepper plum dried_fruits vetiver caramel,5,19,45,19,12
Nishane Naxos Noir,Nishane,chocolate grapefruit cherry_liqueur lavender,11,6,33,21,29
Bvlgari Soleil Blanc Blanche,Bvlgari,lemon oakmoss guaiac_wood neroli vanilla caramel,20,38,9,23,10
Byredo Carlisle Elixir,Byredo,papyrus ambroxan lavender mandarin mango apple,44,27,14,3,12
Maison Margiela Terre Extreme,Maison Margiela,raspberry cedarwood sichuan_pepper agarwood birch apple,0,47,17,8,28
Creed Herod Extreme,Creed,chocolate iso_e_super oakmoss guaiac_wood,8,16,4,71,1
Yves Saint Laurent Terre Elixir,Yves Saint Laurent,mango vetiver guaiac_wood raspberry,0,31,1,7,61
Creed Aventus Blanche,Creed,mandarin mango yuzu oud rosewood sage coconut ebony_wood,17,19,13,0,51
Jean Paul Gaultier Carlisle Limited Edition,Jean Paul Gaultier,lemon pink_pepper melon agarwood blood_orange cloves,33,33,15,1,18
Prada Gypsy Water Gold,Prada,amberwood cacao sandalwood guaiac_wood,0,56,6,30,8
Prada La Nuit de L'Homme Limited Edition,Prada,wax coffee cedarwood ambergris agarwood pineapple,5,34,1,39,21
Versace Lost Cherry Intense,Versace,papyrus lemon sour_cherry neroli cloves,14,19,42,0,25
Lancome Green Irish Tweed Limited Edition,Lancome,mandarin_orange sandalwood nutmeg oud sage brown_sugar vanilla,59,12,16,11,2
Tom Ford Angels Share Uomo,Tom Ford,papyrus cacao mandarin orange coffee cedarwood apricot rosewood sichuan_pepper,13,31,15,22,19
Bvlgari Silver Mountain Water Cologne,Bvlgari,amber anis caramel sage,6,2,70,20,2
Dolce & Gabbana Silver Mountain Water Parfum,Dolce & Gabbana,grapefruit iso_e_super petitgrain,28,57,5,8,2
Prada Layton Donna,Prada,amberwood cedar cedarwood licorice coconut,8,34,0,46,12
Bvlgari Herod,Bvlgari,cedarwood fig brown_sugar peach agarwood vanilla birch,8,26,8,46,12
Parfums de Marly Baccarat Rouge Privé,Parfums de Marly,honey ambroxan nutmeg lime neroli anis vetiver,23,28,30,18,1
Paco Rabanne Carlisle Intense,Paco Rabanne,black_cherry orange chocolate rosewood bergamot birch vetiver,18,36,8,22,16
Creed Grey Vetiver Uomo,Creed,patchouli yuzu mint ebony_wood brown_sugar birch caramel,47,16,21,14,2
Kilian Side Effect Eau de Parfum,Kilian,blackberry cedar sandalwood coriander,0,45,37,7,11
Dolce & Gabbana No 5 Eau de Parfum,Dolce & Gabbana,lemon yuzu pink_pepper bourbon_vanilla vanilla,20,6,14,56,4
Roja Parfums Code Night,Roja Parfums,lemon oakmoss amber sage saffron,43,13,23,16,5
Amouage Rehab Sport,Amouage,nutmeg apricot cashmeran anis blackberry,9,18,55,3,15
Byredo Eros Cologne,Byredo,saffron agarwood iso_e_super pineapple,1,12,17,6,64
Dior Scandal Sport,Dior,sandalwood cedar oud cumin saffron praline,6,29,35,28,2
Gucci Y Le Parfum Eau de Parfum,Gucci,licorice iso_e_super praline lavender,6,39,27,19,9
Roja Parfums Kobraa Noir,Roja Parfums,honey lemon pepper raspberry blackcurrant cinnamon neroli ambergris agarwood,19,13,18,30,20
Jean Paul Gaultier The One Limited Edition,Jean Paul Gaultier,honey oakmoss cedarwood black_pepper sour_cherry peach,6,11,12,59,12
Paco Rabanne Rehab Uomo,Paco Rabanne,caramel oud dried_fruits petitgrain,16,11,10,43,20
Hermes Le Beau Noir,Hermes,cacao pepper coconut cumin vanilla,0,2,52,17,29
Maison Margiela Spicebomb Limited Edition,Maison Margiela,papyrus mint plum ambergris vetiver,2,40,34,1,23
Kilian Le Beau,Kilian,licorice bergamot petitgrain,29,6,5,50,10
Chanel Tuscan Leather Night,Chanel,orange coffee oud ginger sage praline vetiver,25,41,16,16,2
