name,brand,notes,citrus,woody,fresh_spicy,sweet,fruity
Giorgio Armani Sì Parfum,Giorgio Armani,pink_pepper cedarwood mint yuzu,48,22,19,0,11
Giorgio Armani Sì Eau de Parfum,Giorgio Armani,mandarin pink_pepper sandalwood mint agarwood ambergris,50,27,13,0,10
Giorgio Armani Sì Extreme,Giorgio Armani,neroli sandalwood lemon,51,44,5,0,0
Giorgio Armani Sì Elixir,Giorgio Armani,neroli cinnamon ginger,72,8,14,0,6
Giorgio Armani Sì Cologne,Giorgio Armani,neroli mint grapefruit,73,10,13,0,4
Giorgio Armani Sì Limited Edition,Giorgio Armani,amberwood agarwood grapefruit,58,27,5,0,10
Giorgio Armani My Way,Giorgio Armani,bergamot cedarwood black_cherry sandalwood lemon raspberry sage papyrus,58,15,14,0,13
Giorgio Armani My Way Intense,Giorgio Armani,cardamom ambroxan lemon sage,64,18,14,0,4
Giorgio Armani My Way Parfum,Giorgio Armani,nutmeg pepper petitgrain rosewood agarwood,55,28,13,0,4
Giorgio Armani My Way Eau de Parfum,Giorgio Armani,cloves bergamot sandalwood grapefruit,51,24,19,0,6
Giorgio Armani My Way Extreme,Giorgio Armani,lavender orange oud yuzu,53,22,17,0,8
Giorgio Armani My Way Elixir,Giorgio Armani,sandalwood petitgrain,52,33,6,0,9
Giorgio Armani My Way Cologne,Giorgio Armani,ambroxan rosewood coconut grapefruit,59,17,10,0,14
Giorgio Armani My Way Limited Edition,Giorgio Armani,mandarin bergamot lavender pepper,73,7,13,0,7
Yves Saint Laurent La Nuit de L'Homme,Yves Saint Laurent,sage ambroxan grapefruit,18,16,62,4,0
Yves Saint Laurent La Nuit de L'Homme Intense,Yves Saint Laurent,bergamot birch cashmeran amberwood mint,17,15,60,8,0
Yves Saint Laurent La Nuit de L'Homme Parfum,Yves Saint Laurent,ginger cedar cardamom grapefruit chocolate,24,21,42,13,0
Yves Saint Laurent La Nuit de L'Homme Eau de Parfum,Yves Saint Laurent,pink_pepper cashmeran grapefruit,66,15,15,0,4
Yves Saint Laurent La Nuit de L'Homme Extreme,Yves Saint Laurent,cedarwood sandalwood saffron neroli mint,15,25,50,10,0
Yves Saint Laurent La Nuit de L'Homme Elixir,Yves Saint Laurent,nutmeg mandarin birch saffron rosewood,13,25,50,12,0
Yves Saint Laurent La Nuit de L'Homme Cologne,Yves Saint Laurent,mandarin saffron yuzu,22,9,62,7,0
Yves Saint Laurent La Nuit de L'Homme Limited Edition,Yves Saint Laurent,mandarin saffron cedar grapefruit,23,18,53,6,0
Yves Saint Laurent L'Homme,Yves Saint Laurent,pink_pepper amber,4,11,16,59,10
Yves Saint Laurent L'Homme Intense,Yves Saint Laurent,sage bergamot cherry_liqueur lime,39,3,29,4,25
Yves Saint Laurent L'Homme Parfum,Yves Saint Laurent,benzoin orange,19,9,9,57,6
Yves Saint Laurent L'Homme Eau de Parfum,Yves Saint Laurent,neroli mandarin,71,8,11,0,10
Yves Saint Laurent L'Homme Extreme,Yves Saint Laurent,tonka_bean vetiver lemon,17,18,8,55,2
Yves Saint Laurent L'Homme Elixir,Yves Saint Laurent,tonka_bean cacao lemon saffron apricot cinnamon,14,7,14,24,41
Yves Saint Laurent L'Homme Cologne,Yves Saint Laurent,sage dried_fruits pink_pepper,9,4,43,0,44
Yves Saint Laurent L'Homme Limited Edition,Yves Saint Laurent,neroli cacao petitgrain,74,6,2,17,1
Yves Saint Laurent Y EDP,Yves Saint Laurent,black_pepper orange honey cherry_liqueur neroli cloves coffee,15,6,15,30,34
Yves Saint Laurent Y EDP Intense,Yves Saint Laurent,pink_pepper lemon vanilla grapefruit praline,17,4,55,20,4
Yves Saint Laurent Y EDP Parfum,Yves Saint Laurent,ginger pear apricot cinnamon licorice,1,3,42,15,39
Yves Saint Laurent Y EDP Eau de Parfum,Yves Saint Laurent,patchouli papyrus yuzu petitgrain,73,13,10,0,4
Yves Saint Laurent Y EDP Extreme,Yves Saint Laurent,caramel lavender petitgrain apple rosewood grapefruit sage papyrus agarwood coffee,23,25,14,15,23
Yves Saint Laurent Y EDP Elixir,Yves Saint Laurent,saffron patchouli honey sage papyrus,8,41,13,38,0
Yves Saint Laurent Y EDP Cologne,Yves Saint Laurent,cedar cashmeran lime saffron cardamom neroli benzoin ambergris,13,21,44,22,0
Yves Saint Laurent Y EDP Limited Edition,Yves Saint Laurent,honey cherry_liqueur black_pepper coffee,5,10,14,43,28
Yves Saint Laurent Y Le Parfum,Yves Saint Laurent,bergamot black_pepper sour_cherry apple vanilla amberwood grapefruit cinnamon licorice,26,18,17,15,24
Yves Saint Laurent Y Le Parfum Intense,Yves Saint Laurent,cloves cardamom fig,2,5,57,10,26
Yves Saint Laurent Y Le Parfum Parfum,Yves Saint Laurent,yuzu amber cinnamon cloves coffee,49,6,28,15,2
Yves Saint Laurent Y Le Parfum Eau de Parfum,Yves Saint Laurent,mint bergamot amberwood,59,15,15,0,11
Yves Saint Laurent Y Le Parfum Extreme,Yves Saint Laurent,tonka_bean fig,5,7,6,19,63
Yves Saint Laurent Y Le Parfum Elixir,Yves Saint Laurent,pear cashmeran lime plum chocolate,20,37,0,19,24
Yves Saint Laurent Y Le Parfum Cologne,Yves Saint Laurent,sage nutmeg,9,4,72,7,8
Yves Saint Laurent Y Le Parfum Limited Edition,Yves Saint Laurent,apple ambroxan oud lemon,34,37,6,7,16
Yves Saint Laurent Black Opium,Yves Saint Laurent,lavender petitgrain dried_fruits peach grapefruit caramel,27,2,38,16,17
Yves Saint Laurent Black Opium Intense,Yves Saint Laurent,neroli bergamot agarwood pepper,13,56,19,5,7
Yves Saint Laurent Black Opium Parfum,Yves Saint Laurent,peach benzoin papyrus cherry_liqueur,1,45,8,33,13
Yves Saint Laurent Black Opium Eau de Parfum,Yves Saint Laurent,mandarin sandalwood cloves agarwood,68,15,16,0,1
Yves Saint Laurent Black Opium Extreme,Yves Saint Laurent,patchouli black_cherry lemon lime,19,18,10,8,45
Yves Saint Laurent Black Opium Elixir,Yves Saint Laurent,sour_cherry chocolate,10,12,7,14,57
Yves Saint Laurent Black Opium Cologne,Yves Saint Laurent,nutmeg black_pepper oakmoss sandalwood petitgrain melon coconut,22,17,27,3,31
Yves Saint Laurent Black Opium Limited Edition,Yves Saint Laurent,tonka_bean pear apple cloves caramel,8,12,13,17,50
Yves Saint Laurent Libre,Yves Saint Laurent,honey sage nutmeg caramel,4,5,66,21,4
Yves Saint Laurent Libre Intense,Yves Saint Laurent,ambroxan mandarin sour_cherry amberwood praline neroli licorice papyrus,25,14,7,38,16
Yves Saint Laurent Libre Parfum,Yves Saint Laurent,tonka_bean benzoin oud agarwood,9,61,3,15,12
Yves Saint Laurent Libre Eau de Parfum,Yves Saint Laurent,birch agarwood petitgrain,49,40,10,0,1
Yves Saint Laurent Libre Extreme,Yves Saint Laurent,nutmeg patchouli dried_fruits peach benzoin cloves chocolate,6,15,22,37,20
Yves Saint Laurent Libre Elixir,Yves Saint Laurent,amber petitgrain,43,10,2,34,11
Yves Saint Laurent Libre Cologne,Yves Saint Laurent,mandarin rosewood amberwood raspberry,28,48,8,2,14
Yves Saint Laurent Libre Limited Edition,Yves Saint Laurent,oakmoss sandalwood cherry_liqueur patchouli vanilla plum,3,26,4,35,32
Yves Saint Laurent Kouros,Yves Saint Laurent,tonka_bean oud lime neroli benzoin papyrus ambergris,49,28,1,18,4
Yves Saint Laurent Kouros Intense,Yves Saint Laurent,yuzu pepper grapefruit sage licorice caramel,28,4,50,13,5
Yves Saint Laurent Kouros Parfum,Yves Saint Laurent,black_pepper pepper cacao sandalwood apple,12,43,13,13,19
Yves Saint Laurent Kouros Eau de Parfum,Yves Saint Laurent,pepper papyrus saffron petitgrain,49,23,16,0,12
Yves Saint Laurent Kouros Extreme,Yves Saint Laurent,licorice agarwood,9,63,3,16,9
Yves Saint Laurent Kouros Elixir,Yves Saint Laurent,black_cherry petitgrain,71,9,2,1,17
Yves Saint Laurent Kouros Cologne,Yves Saint Laurent,cedarwood oud black_cherry peach cloves,9,23,20,12,36
Yves Saint Laurent Kouros Limited Edition,Yves Saint Laurent,bergamot tonka_bean pepper oud coffee,29,21,24,15,11
Yves Saint Laurent Opium Pour Homme,Yves Saint Laurent,benzoin cashmeran,0,35,1,59,5
Yves Saint Laurent Opium Pour Homme Intense,Yves Saint Laurent,ginger licorice raspberry pepper,6,3,13,49,29
Yves Saint Laurent Opium Pour Homme Parfum,Yves Saint Laurent,mandarin lemon cedar rosewood papyrus lavender,15,55,29,1,0
Yves Saint Laurent Opium Pour Homme Eau de Parfum,Yves Saint Laurent,lime sandalwood petitgrain,47,44,5,0,4
Yves Saint Laurent Opium Pour Homme Extreme,Yves Saint Laurent,bergamot tonka_bean mandarin pineapple sandalwood,19,32,1,21,27
Yves Saint Laurent Opium Pour Homme Elixir,Yves Saint Laurent,cedarwood cedar amberwood cinnamon cloves,12,47,30,7,4
Yves Saint Laurent Opium Pour Homme Cologne,Yves Saint Laurent,blackcurrant birch cedar cherry_liqueur chocolate coffee,10,13,6,18,53
Yves Saint Laurent Opium Pour Homme Limited Edition,Yves Saint Laurent,mint licorice caramel,7,7,24,53,9
Yves Saint Laurent Tuxedo,Yves Saint Laurent,mandarin birch amber patchouli grapefruit honey agarwood,46,15,11,20,8
Yves Saint Laurent Tuxedo Intense,Yves Saint Laurent,pepper mandarin cedarwood petitgrain lavender,55,18,26,0,1
Yves Saint Laurent Tuxedo Parfum,Yves Saint Laurent,mandarin mint yuzu,55,6,36,0,3
Yves Saint Laurent Tuxedo Eau de Parfum,Yves Saint Laurent,pepper petitgrain,73,8,17,0,2
Yves Saint Laurent Tuxedo Extreme,Yves Saint Laurent,sour_cherry cherry_liqueur vetiver agarwood ambergris,5,13,6,9,67
Yves Saint Laurent Tuxedo Elixir,Yves Saint Laurent,tonka_bean pepper agarwood coffee ambergris,9,31,26,34,0
Yves Saint Laurent Tuxedo Cologne,Yves Saint Laurent,nutmeg cedar cardamom vetiver licorice,12,43,16,29,0
Yves Saint Laurent Tuxedo Limited Edition,Yves Saint Laurent,mint lemon cashmeran petitgrain vetiver lavender ambergris,23,29,27,11,10
Hermes Terre d'Hermes,Hermes,blackcurrant mandarin ginger fig vanilla cardamom neroli,42,5,17,23,13
Hermes Terre d'Hermes Intense,Hermes,tonka_bean cacao birch amberwood peach agarwood,7,52,8,20,13
Hermes Terre d'Hermes Parfum,Hermes,black_pepper sour_cherry praline cinnamon licorice papyrus ambergris,6,15,36,15,28
Hermes Terre d'Hermes Eau de Parfum,Hermes,ambroxan orange oud patchouli neroli,58,31,7,0,4
Hermes Terre d'Hermes Extreme,Hermes,ambroxan oakmoss plum blackberry benzoin papyrus,11,43,6,15,25
Hermes Terre d'Hermes Elixir,Hermes,raspberry oud lemon lime praline,39,18,0,13,30
Hermes Terre d'Hermes Cologne,Hermes,oud cedar apple licorice agarwood,11,16,7,35,31
Hermes Terre d'Hermes Limited Edition,Hermes,orange rosewood cardamom amberwood lavender ambergris,56,27,13,4,0
Hermes Terre d'Hermes Eau Givree,Hermes,cinnamon rosewood cloves lemon,61,14,14,0,11
Hermes Terre d'Hermes Eau Givree Intense,Hermes,yuzu oud rosewood amberwood grapefruit,58,21,12,0,9
Hermes Terre d'Hermes Eau Givree Parfum,Hermes,ambroxan orange lemon pineapple cinnamon agarwood,57,13,17,0,13
Hermes Terre d'Hermes Eau Givree Eau de Parfum,Hermes,black_cherry lime petitgrain plum sage cloves,60,9,17,0,14
Hermes Terre d'Hermes Eau Givree Extreme,Hermes,pink_pepper patchouli yuzu grapefruit,61,19,15,0,5
Hermes Terre d'Hermes Eau Givree Elixir,Hermes,amberwood lavender lime,66,14,19,0,1
Hermes Terre d'Hermes Eau Givree Cologne,Hermes,rosewood lemon agarwood ambergris,52,30,10,0,8
Hermes Terre d'Hermes Eau Givree Limited Edition,Hermes,orange,74,6,8,0,12
Hermes H24,Hermes,pear cherry_liqueur amber petitgrain lime caramel,17,7,4,13,59
Hermes H24 Intense,Hermes,bergamot black_cherry plum neroli coffee,54,3,5,13,25
Hermes H24 Parfum,Hermes,pink_pepper cedarwood sandalwood grapefruit honey chocolate,24,29,30,16,1
Hermes H24 Eau de Parfum,Hermes,rosewood bergamot agarwood,48,31,11,0,10
Hermes H24 Extreme,Hermes,cinnamon black_cherry nutmeg cherry_liqueur,4,12,29,0,55
Hermes H24 Elixir,Hermes,yuzu mandarin cherry_liqueur benzoin agarwood,14,19,3,51,13
Hermes H24 Cologne,Hermes,nutmeg black_pepper cacao oud pineapple cedar dried_fruits coffee ambergris,1,20,31,35,13
Hermes H24 Limited Edition,Hermes,bergamot oud dried_fruits amberwood cloves ambergris,13,20,24,5,38
Hermes Voyage d'Hermes,Hermes,apple bergamot pineapple,42,12,2,1,43
Hermes Voyage d'Hermes Intense,Hermes,amber cloves black_pepper chocolate,7,11,20,60,2
Hermes Voyage d'Hermes Parfum,Hermes,praline nutmeg cardamom,8,2,46,37,7
Hermes Voyage d'Hermes Eau de Parfum,Hermes,mint oakmoss amberwood lime,64,18,16,0,2
Hermes Voyage d'Hermes Extreme,Hermes,ambroxan birch cloves chocolate,10,19,44,26,1
Hermes Voyage d'Hermes Elixir,Hermes,blackcurrant agarwood lemon pineapple rosewood lavender,37,18,22,4,19
Hermes Voyage d'Hermes Cologne,Hermes,black_pepper pepper oud lemon petitgrain,30,38,24,0,8
Hermes Voyage d'Hermes Limited Edition,Hermes,bergamot cacao orange oakmoss amberwood vetiver,19,17,3,50,11
Hermes Eau des Merveilles,Hermes,black_pepper saffron petitgrain,72,8,13,0,7
Hermes Eau des Merveilles Intense,Hermes,ambroxan lime petitgrain,47,37,6,0,10
Hermes Eau des Merveilles Parfum,Hermes,bergamot cedarwood oud rosewood cardamom neroli,52,19,19,0,10
Hermes Eau des Merveilles Eau de Parfum,Hermes,neroli ambroxan vetiver,67,16,5,0,12
Hermes Eau des Merveilles Extreme,Hermes,cardamom oakmoss amberwood grapefruit,60,16,18,0,6
Hermes Eau des Merveilles Elixir,Hermes,mandarin lemon,71,10,9,0,10
Hermes Eau des Merveilles Cologne,Hermes,vetiver agarwood yuzu,47,35,7,0,11
Hermes Eau des Merveilles Limited Edition,Hermes,neroli sandalwood grapefruit,61,22,7,0,10
Hermes Twilly d'Hermes,Hermes,black_pepper birch oakmoss benzoin apricot melon sage papyrus,8,13,17,47,15
Hermes Twilly d'Hermes Intense,Hermes,ginger rosewood vanilla amberwood mint,6,51,19,20,4
Hermes Twilly d'Hermes Parfum,Hermes,oud honey amberwood cinnamon sage chocolate,7,22,13,51,7
Hermes Twilly d'Hermes Eau de Parfum,Hermes,blackcurrant black_pepper orange petitgrain mint,64,8,15,0,13
Hermes Twilly d'Hermes Extreme,Hermes,pink_pepper lemon dried_fruits cloves agarwood,13,32,25,4,26
Hermes Twilly d'Hermes Elixir,Hermes,neroli vanilla lime,29,9,2,55,5
Hermes Twilly d'Hermes Cologne,Hermes,honey sage papyrus coffee,0,29,56,14,1
Hermes Twilly d'Hermes Limited Edition,Hermes,praline licorice pepper,12,5,48,34,1
Maison Francis Kurkdjian Baccarat Rouge 540,Maison Francis Kurkdjian,coconut fig,2,4,0,6,88
Maison Francis Kurkdjian Baccarat Rouge 540 Intense,Maison Francis Kurkdjian,patchouli blackcurrant lavender saffron,6,21,39,11,23
Maison Francis Kurkdjian Baccarat Rouge 540 Parfum,Maison Francis Kurkdjian,ginger cedarwood saffron petitgrain neroli,25,38,26,5,6
Maison Francis Kurkdjian Baccarat Rouge 540 Eau de Parfum,Maison Francis Kurkdjian,papyrus bergamot cedar petitgrain,58,23,12,0,7
Maison Francis Kurkdjian Baccarat Rouge 540 Extreme,Maison Francis Kurkdjian,black_pepper sour_cherry cedarwood cashmeran lime dried_fruits neroli cloves,26,36,14,7,17
Maison Francis Kurkdjian Baccarat Rouge 540 Elixir,Maison Francis Kurkdjian,pink_pepper vanilla lavender coffee,6,10,44,35,5
Maison Francis Kurkdjian Baccarat Rouge 540 Cologne,Maison Francis Kurkdjian,vetiver papyrus lemon yuzu,47,31,0,11,11
Maison Francis Kurkdjian Baccarat Rouge 540 Limited Edition,Maison Francis Kurkdjian,tonka_bean yuzu pear apricot honey,28,10,1,19,42
Maison Francis Kurkdjian Grand Soir,Maison Francis Kurkdjian,cedar fig petitgrain peach papyrus,40,36,7,1,16
Maison Francis Kurkdjian Grand Soir Intense,Maison Francis Kurkdjian,vanilla caramel cedar,6,59,7,17,11
Maison Francis Kurkdjian Grand Soir Parfum,Maison Francis Kurkdjian,cedar apricot patchouli praline ambergris,12,55,0,15,18
Maison Francis Kurkdjian Grand Soir Eau de Parfum,Maison Francis Kurkdjian,mandarin birch pineapple patchouli grapefruit raspberry papyrus,51,29,7,0,13
Maison Francis Kurkdjian Grand Soir Extreme,Maison Francis Kurkdjian,pink_pepper lemon petitgrain apple patchouli cloves,18,44,15,1,22
Maison Francis Kurkdjian Grand Soir Elixir,Maison Francis Kurkdjian,sour_cherry apricot rosewood papyrus,7,74,6,0,13
Maison Francis Kurkdjian Grand Soir Cologne,Maison Francis Kurkdjian,black_pepper honey petitgrain cinnamon neroli licorice,13,8,23,44,12
Maison Francis Kurkdjian Grand Soir Limited Edition,Maison Francis Kurkdjian,tonka_bean ginger cedarwood lime patchouli mint chocolate,14,46,15,23,2
Maison Francis Kurkdjian Aqua Celestia,Maison Francis Kurkdjian,birch orange lemon cinnamon lavender,20,26,38,7,9
Maison Francis Kurkdjian Aqua Celestia Intense,Maison Francis Kurkdjian,ginger tonka_bean black_pepper chocolate,8,5,59,22,6
Maison Francis Kurkdjian Aqua Celestia Parfum,Maison Francis Kurkdjian,vanilla caramel blackberry,5,8,3,53,31
Maison Francis Kurkdjian Aqua Celestia Eau de Parfum,Maison Francis Kurkdjian,mandarin sandalwood cedar petitgrain cardamom cloves,58,21,14,0,7
Maison Francis Kurkdjian Aqua Celestia Extreme,Maison Francis Kurkdjian,oakmoss cashmeran cloves caramel coffee,7,21,25,36,11
Maison Francis Kurkdjian Aqua Celestia Elixir,Maison Francis Kurkdjian,cinnamon blackcurrant bergamot saffron,29,6,39,10,16
Maison Francis Kurkdjian Aqua Celestia Cologne,Maison Francis Kurkdjian,ambroxan pineapple cardamom mint ambergris,0,17,36,12,35
Maison Francis Kurkdjian Aqua Celestia Limited Edition,Maison Francis Kurkdjian,vetiver tonka_bean amber,3,62,0,29,6
Maison Francis Kurkdjian Amyris Homme,Maison Francis Kurkdjian,raspberry pink_pepper mint,4,6,56,4,30
Maison Francis Kurkdjian Amyris Homme Intense,Maison Francis Kurkdjian,neroli agarwood raspberry,42,27,12,6,13
Maison Francis Kurkdjian Amyris Homme Parfum,Maison Francis Kurkdjian,nutmeg cashmeran apricot apple cloves ambergris,10,35,23,1,31
Maison Francis Kurkdjian Amyris Homme Eau de Parfum,Maison Francis Kurkdjian,sage agarwood grapefruit,57,27,14,0,2
Maison Francis Kurkdjian Amyris Homme Extreme,Maison Francis Kurkdjian,bergamot yuzu pepper oakmoss rosewood melon raspberry agarwood,15,39,16,12,18
Maison Francis Kurkdjian Amyris Homme Elixir,Maison Francis Kurkdjian,blackcurrant ginger apricot sage coffee,6,10,31,23,30
Maison Francis Kurkdjian Amyris Homme Cologne,Maison Francis Kurkdjian,bergamot mandarin sandalwood amber patchouli licorice papyrus,19,49,7,21,4
Maison Francis Kurkdjian Amyris Homme Limited Edition,Maison Francis Kurkdjian,nutmeg pink_pepper rosewood patchouli neroli benzoin vetiver,24,30,13,22,11
Maison Francis Kurkdjian Gentle Fluidity Gold,Maison Francis Kurkdjian,nutmeg cloves apple grapefruit,13,12,20,7,48
Maison Francis Kurkdjian Gentle Fluidity Gold Intense,Maison Francis Kurkdjian,mandarin honey amber,47,10,8,29,6
Maison Francis Kurkdjian Gentle Fluidity Gold Parfum,Maison Francis Kurkdjian,yuzu cedarwood pineapple amber rosewood vanilla plum grapefruit,16,13,5,31,35
Maison Francis Kurkdjian Gentle Fluidity Gold Eau de Parfum,Maison Francis Kurkdjian,mandarin cedarwood blackberry petitgrain,54,24,8,0,14
Maison Francis Kurkdjian Gentle Fluidity Gold Extreme,Maison Francis Kurkdjian,nutmeg yuzu cherry_liqueur patchouli mint coconut,14,15,16,4,51
Maison Francis Kurkdjian Gentle Fluidity Gold Elixir,Maison Francis Kurkdjian,ambroxan tonka_bean sour_cherry vetiver caramel,4,13,12,31,40
Maison Francis Kurkdjian Gentle Fluidity Gold Cologne,Maison Francis Kurkdjian,neroli benzoin saffron,17,6,60,15,2
Maison Francis Kurkdjian Gentle Fluidity Gold Limited Edition,Maison Francis Kurkdjian,ambroxan mandarin orange chocolate dried_fruits amberwood cinnamon benzoin coconut cloves agarwood,30,14,22,15,19
Maison Francis Kurkdjian Oud Satin Mood,Maison Francis Kurkdjian,papyrus oakmoss amberwood,5,83,7,5,0
Maison Francis Kurkdjian Oud Satin Mood Intense,Maison Francis Kurkdjian,patchouli rosewood,6,82,11,1,0
Maison Francis Kurkdjian Oud Satin Mood Parfum,Maison Francis Kurkdjian,cacao rosewood sandalwood cashmeran,4,77,5,14,0
Maison Francis Kurkdjian Oud Satin Mood Eau de Parfum,Maison Francis Kurkdjian,patchouli amberwood lime,14,70,6,10,0
Maison Francis Kurkdjian Oud Satin Mood Extreme,Maison Francis Kurkdjian,sandalwood cashmeran,6,89,5,0,0
Maison Francis Kurkdjian Oud Satin Mood Elixir,Maison Francis Kurkdjian,cedar,12,69,12,7,0
Maison Francis Kurkdjian Oud Satin Mood Cologne,Maison Francis Kurkdjian,black_pepper ambergris,2,80,16,2,0
Maison Francis Kurkdjian Oud Satin Mood Limited Edition,Maison Francis Kurkdjian,vetiver rosewood sandalwood,4,84,6,6,0
Nishane Hacivat,Nishane,apple petitgrain,20,2,2,0,76
Nishane Hacivat Intense,Nishane,praline petitgrain,21,4,4,65,6
Nishane Hacivat Parfum,Nishane,sour_cherry ambroxan black_cherry,0,25,3,9,63
Nishane Hacivat Eau de Parfum,Nishane,rosewood birch lemon,61,26,9,0,4
Nishane Hacivat Extreme,Nishane,yuzu cacao orange honey lavender,22,12,14,42,10
Nishane Hacivat Elixir,Nishane,ginger mint grapefruit,54,2,32,3,9
Nishane Hacivat Cologne,Nishane,pineapple bergamot lemon cedar,17,43,11,10,19
Nishane Hacivat Limited Edition,Nishane,raspberry licorice black_cherry chocolate,7,8,12,22,51
Nishane Ani,Nishane,blackcurrant coconut lemon coffee,33,4,8,28,27
Nishane Ani Intense,Nishane,oakmoss petitgrain,68,18,10,4,0
Nishane Ani Parfum,Nishane,pink_pepper amber,1,9,70,15,5
Nishane Ani Eau de Parfum,Nishane,ambergris grapefruit,64,21,10,0,5
Nishane Ani Extreme,Nishane,cinnamon papyrus caramel cardamom,11,24,39,21,5
Nishane Ani Elixir,Nishane,cedarwood oud petitgrain mint agarwood,39,40,13,7,1
Nishane Ani Cologne,Nishane,coconut blackcurrant agarwood ambergris,11,16,11,10,52
Nishane Ani Limited Edition,Nishane,sage oakmoss,7,47,41,1,4
Nishane Fan Your Flames,Nishane,ginger pink_pepper black_cherry peach,1,8,27,10,54
Nishane Fan Your Flames Intense,Nishane,melon cloves amberwood agarwood,3,14,26,11,46
Nishane Fan Your Flames Parfum,Nishane,tonka_bean orange cedar apple grapefruit,13,32,9,22,24
Nishane Fan Your Flames Eau de Parfum,Nishane,pink_pepper orange rosewood dried_fruits peach mint ambergris,47,24,15,0,14
Nishane Fan Your Flames Extreme,Nishane,tonka_bean pear nutmeg lavender,5,8,32,14,41
Nishane Fan Your Flames Elixir,Nishane,yuzu birch oakmoss pineapple cherry_liqueur petitgrain patchouli licorice,16,33,3,21,27
Nishane Fan Your Flames Cologne,Nishane,amber raspberry tonka_bean lime,29,5,10,33,23
Nishane Fan Your Flames Limited Edition,Nishane,mandarin vetiver patchouli fig,18,19,11,1,51
Nishane Hundred Silent Ways,Nishane,pink_pepper cedar petitgrain rosewood grapefruit,18,18,56,0,8
Nishane Hundred Silent Ways Intense,Nishane,patchouli cloves sandalwood lime,22,20,38,10,10
Nishane Hundred Silent Ways Parfum,Nishane,bergamot cacao oakmoss cedar lime apricot,15,13,2,37,33
Nishane Hundred Silent Ways Eau de Parfum,Nishane,vetiver birch bergamot black_pepper,45,35,19,0,1
Nishane Hundred Silent Ways Extreme,Nishane,nutmeg sandalwood lemon saffron amber,25,20,28,18,9
Nishane Hundred Silent Ways Elixir,Nishane,cacao sour_cherry patchouli coconut,4,52,2,24,18
Nishane Hundred Silent Ways Cologne,Nishane,mandarin coffee cacao yuzu,42,5,10,32,11
Nishane Hundred Silent Ways Limited Edition,Nishane,mandarin cedarwood petitgrain patchouli vanilla cardamom agarwood,29,15,15,40,1
Nishane Wulong Cha,Nishane,pink_pepper lemon cedar papyrus ambergris,14,17,54,7,8
Nishane Wulong Cha Intense,Nishane,mandarin caramel praline,39,8,10,36,7
Nishane Wulong Cha Parfum,Nishane,cedar apricot cardamom amberwood blackberry benzoin caramel ambergris,11,23,15,16,35
Nishane Wulong Cha Eau de Parfum,Nishane,agarwood vetiver lemon yuzu,58,29,10,0,3
Nishane Wulong Cha Extreme,Nishane,nutmeg yuzu oakmoss lime apricot peach cinnamon,26,27,21,0,26
Nishane Wulong Cha Elixir,Nishane,sage pineapple melon agarwood,1,52,16,3,28
Nishane Wulong Cha Cologne,Nishane,black_pepper pepper sandalwood grapefruit papyrus,17,18,44,11,10
Nishane Wulong Cha Limited Edition,Nishane,mandarin oud fig neroli licorice,27,28,0,14,31
Nishane Karagoz,Nishane,cinnamon patchouli orange saffron,18,19,43,9,11
Nishane Karagoz Intense,Nishane,raspberry oud melon praline chocolate,8,17,0,13,62
Nishane Karagoz Parfum,Nishane,blackcurrant cacao orange oakmoss pineapple lemon,35,14,4,13,34
Nishane Karagoz Eau de Parfum,Nishane,cedarwood orange oakmoss petitgrain patchouli,57,30,5,0,8
Nishane Karagoz Extreme,Nishane,cinnamon black_cherry ginger,6,5,52,10,27
Nishane Karagoz Elixir,Nishane,honey cashmeran cinnamon agarwood ambergris,10,37,13,29,11
Nishane Karagoz Cologne,Nishane,ambroxan cacao cashmeran amber ambergris,7,14,5,64,10
Nishane Karagoz Limited Edition,Nishane,raspberry rosewood yuzu pepper,30,17,32,3,18
Roja Parfums Elysium,Roja Parfums,apricot cardamom saffron,5,5,41,0,49
Roja Parfums Elysium Intense,Roja Parfums,ginger birch oakmoss petitgrain grapefruit honey papyrus,20,51,13,15,1
Roja Parfums Elysium Parfum,Roja Parfums,papyrus black_cherry lavender fig,5,34,31,7,23
Roja Parfums Elysium Eau de Parfum,Roja Parfums,mint pepper orange lemon patchouli vetiver papyrus,58,27,15,0,0
Roja Parfums Elysium Extreme,Roja Parfums,blackcurrant bergamot pear cardamom grapefruit lavender,46,11,23,4,16
Roja Parfums Elysium Elixir,Roja Parfums,nutmeg pink_pepper petitgrain apple blackberry licorice coffee,27,7,20,20,26
Roja Parfums Elysium Cologne,Roja Parfums,neroli coconut cedar,18,49,5,1,27
Roja Parfums Elysium Limited Edition,Roja Parfums,tonka_bean black_cherry plum amberwood neroli licorice agarwood,16,45,2,15,22
Roja Parfums Enigma,Roja Parfums,yuzu birch lime cardamom peach blackberry licorice,14,17,17,20,32
Roja Parfums Enigma Intense,Roja Parfums,mint ginger cedarwood oud amber vetiver coffee,1,15,29,50,5
Roja Parfums Enigma Parfum,Roja Parfums,oud sandalwood fig rosewood plum sage,7,34,13,3,43
Roja Parfums Enigma Eau de Parfum,Roja Parfums,bergamot yuzu cloves lavender ambergris,55,31,13,0,1
Roja Parfums Enigma Extreme,Roja Parfums,pink_pepper vetiver cedarwood benzoin,11,43,24,16,6
Roja Parfums Enigma Elixir,Roja Parfums,pepper lime vanilla grapefruit praline,18,3,25,52,2
